tday,stocks,cl
20090828,EWU,1238
20090828,EWY,4005
20090828,EWZ,NaN
20090828,FXI,3515
20090831,EWC,2119
20090831,EWG,1880
20090831,EWJ,936
20090831,EWQ,2092
20090831,EWU,1220
20090831,EWY,3933
20090831,EWZ,NaN
20090831,FXI,3471
20090901,EWC,2064
20090901,EWG,1813
20090901,EWJ,922
20090901,EWQ,2028
20090901,EWU,1200
20090901,EWY,3956
20090901,EWZ,NaN
20090901,FXI,3391
20090902,EWC,2066
20090902,EWG,1812
20090902,EWJ,925
20090902,EWQ,2019
20090902,EWU,1204
20090902,EWY,4025
20090902,EWZ,NaN
20090902,FXI,3418
20090903,EWC,2124
20090903,EWG,1820
20090903,EWJ,922
20090903,EWQ,2029
20090903,EWU,1219
20090903,EWY,4061
20090903,EWZ,NaN
20090903,FXI,3503
20090904,EWC,2161
20090904,EWG,1859
20090904,EWJ,920
20090904,EWQ,2062
20090904,EWU,1238
20090904,EWY,4094
20090904,EWZ,NaN
20090904,FXI,3631
20090908,EWC,2193
20090908,EWG,1906
20090908,EWJ,928
20090908,EWQ,2126
20090908,EWU,1258
20090908,EWY,4135
20090908,EWZ,NaN
20090908,FXI,3740
20090909,EWC,2178
20090909,EWG,1934
20090909,EWJ,932
20090909,EWQ,2150
20090909,EWU,1277
20090909,EWY,4142
20090909,EWZ,NaN
20090909,FXI,3723
20090910,EWC,2210
20090910,EWG,1962
20090910,EWJ,943
20090910,EWQ,2172
20090910,EWU,1293
20090910,EWY,4221
20090910,EWZ,NaN
20090910,FXI,3759
20090911,EWC,2228
20090911,EWG,1963
20090911,EWJ,942
20090911,EWQ,2170
20090911,EWU,1286
20090911,EWY,4237
20090911,EWZ,NaN
20090911,FXI,3742
20090914,EWC,2242
20090914,EWG,1969
20090914,EWJ,938
20090914,EWQ,2184
20090914,EWU,1286
20090914,EWY,4199
20090914,EWZ,NaN
20090914,FXI,3744
20090915,EWC,2296
20090915,EWG,1981
20090915,EWJ,931
20090915,EWQ,2200
20090915,EWU,1287
20090915,EWY,4306
20090915,EWZ,NaN
20090915,FXI,3734
20090916,EWC,2321
20090916,EWG,2016
20090916,EWJ,936
20090916,EWQ,2243
20090916,EWU,1308
20090916,EWY,4429
20090916,EWZ,NaN
20090916,FXI,3867
20090917,EWC,2312
20090917,EWG,2016
20090917,EWJ,926
20090917,EWQ,2246
20090917,EWU,1308
20090917,EWY,4400
20090917,EWZ,NaN
20090917,FXI,3846
20090918,EWC,2308
20090918,EWG,2016
20090918,EWJ,931
20090918,EWQ,2256
20090918,EWU,1302
20090918,EWY,4422
20090918,EWZ,NaN
20090918,FXI,3828
20090921,EWC,2267
20090921,EWG,1992
20090921,EWJ,922
20090921,EWQ,2238
20090921,EWU,1282
20090921,EWY,4393
20090921,EWZ,NaN
20090921,FXI,3777
20090922,EWC,2320
20090922,EWG,2021
20090922,EWJ,934
20090922,EWQ,2264
20090922,EWU,1300
20090922,EWY,4499
20090922,EWZ,NaN
20090922,FXI,3809
20090923,EWC,2290
20090923,EWG,2000
20090923,EWJ,924
20090923,EWQ,2240
20090923,EWU,1288
20090923,EWY,4465
20090923,EWZ,NaN
20090923,FXI,3736
20090924,EWC,2221
20090924,EWG,1962
20090924,EWJ,925
20090924,EWQ,2200
20090924,EWU,1260
20090924,EWY,4382
20090924,EWZ,NaN
20090924,FXI,3637
20090925,EWC,2199
20090925,EWG,1956
20090925,EWJ,917
20090925,EWQ,2195
20090925,EWU,1252
20090925,EWY,4415
20090925,EWZ,NaN
20090925,FXI,3640
20090928,EWC,2232
20090928,EWG,1999
20090928,EWJ,925
20090928,EWQ,2228
20090928,EWU,1263
20090928,EWY,4451
20090928,EWZ,NaN
20090928,FXI,3652
20090929,EWC,2242
20090929,EWG,1992
20090929,EWJ,905
20090929,EWQ,2218
20090929,EWU,1267
20090929,EWY,4457
20090929,EWZ,NaN
20090929,FXI,3652
20090930,EWC,2270
20090930,EWG,1995
20090930,EWJ,910
20090930,EWQ,2230
20090930,EWU,1266
20090930,EWY,4480
20090930,EWZ,NaN
20090930,FXI,3613
20091001,EWC,2176
20091001,EWG,1925
20091001,EWJ,887
20091001,EWQ,2148
20091001,EWU,1238
20091001,EWY,4292
20091001,EWZ,NaN
20091001,FXI,3501
20091002,EWC,2163
20091002,EWG,1914
20091002,EWJ,875
20091002,EWQ,2124
20091002,EWU,1225
20091002,EWY,4266
20091002,EWZ,NaN
20091002,FXI,3488
20091005,EWC,2212
20091005,EWG,1941
20091005,EWJ,883
20091005,EWQ,2166
20091005,EWU,1235
20091005,EWY,4335
20091005,EWZ,NaN
20091005,FXI,3573
20091006,EWC,2259
20091006,EWG,1986
20091006,EWJ,893
20091006,EWQ,2205
20091006,EWU,1252
20091006,EWY,4334
20091006,EWZ,NaN
20091006,FXI,3667
20091007,EWC,2275
20091007,EWG,1991
20091007,EWJ,901
20091007,EWQ,2212
20091007,EWU,1260
20091007,EWY,4271
20091007,EWZ,NaN
20091007,FXI,3710
20091008,EWC,2321
20091008,EWG,2023
20091008,EWJ,911
20091008,EWQ,2248
20091008,EWU,1271
20091008,EWY,4337
20091008,EWZ,NaN
20091008,FXI,3772
20091009,EWC,2326
20091009,EWG,2020
20091009,EWJ,911
20091009,EWQ,2239
20091009,EWU,1261
20091009,EWY,4408
20091009,EWZ,NaN
20091009,FXI,3787
20091012,EWC,2346
20091012,EWG,2044
20091012,EWJ,913
20091012,EWQ,2263
20091012,EWU,1267
20091012,EWY,4387
20091012,EWZ,NaN
20091012,FXI,3748
20091013,EWC,2341
20091013,EWG,2043
20091013,EWJ,908
20091013,EWQ,2266
20091013,EWU,1260
20091013,EWY,4358
20091013,EWZ,NaN
20091013,FXI,3776
20091014,EWC,2388
20091014,EWG,2096
20091014,EWJ,918
20091014,EWQ,2321
20091014,EWU,1290
20091014,EWY,4509
20091014,EWZ,NaN
20091014,FXI,3910
20091015,EWC,2366
20091015,EWG,2099
20091015,EWJ,914
20091015,EWQ,2330
20091015,EWU,1309
20091015,EWY,4507
20091015,EWZ,NaN
20091015,FXI,3899
20091016,EWC,2361
20091016,EWG,2056
20091016,EWJ,897
20091016,EWQ,2285
20091016,EWU,1314
20091016,EWY,4357
20091016,EWZ,NaN
20091016,FXI,3811
20091019,EWC,2387
20091019,EWG,2093
20091019,EWJ,912
20091019,EWQ,2318
20091019,EWU,1331
20091019,EWY,4442
20091019,EWZ,NaN
20091019,FXI,3928
20091020,EWC,2339
20091020,EWG,2077
20091020,EWJ,909
20091020,EWQ,2309
20091020,EWU,1322
20091020,EWY,4372
20091020,EWZ,NaN
20091020,FXI,3901
20091021,EWC,2323
20091021,EWG,2071
20091021,EWJ,906
20091021,EWQ,2290
20091021,EWU,1327
20091021,EWY,4333
20091021,EWZ,NaN
20091021,FXI,3877
20091022,EWC,2340
20091022,EWG,2095
20091022,EWJ,908
20091022,EWQ,2311
20091022,EWU,1336
20091022,EWY,4300
20091022,EWZ,NaN
20091022,FXI,3913
20091023,EWC,2302
20091023,EWG,2079
20091023,EWJ,887
20091023,EWQ,2280
20091023,EWU,1312
20091023,EWY,4296
20091023,EWZ,NaN
20091023,FXI,3916
20091026,EWC,2237
20091026,EWG,2014
20091026,EWJ,884
20091026,EWQ,2223
20091026,EWU,1307
20091026,EWY,4324
20091026,EWZ,NaN
20091026,FXI,3880
20091027,EWC,2202
20091027,EWG,1984
20091027,EWJ,881
20091027,EWQ,2203
20091027,EWU,1304
20091027,EWY,4285
20091027,EWZ,NaN
20091027,FXI,3872
20091028,EWC,2127
20091028,EWG,1913
20091028,EWJ,872
20091028,EWQ,2137
20091028,EWU,1275
20091028,EWY,4109
20091028,EWZ,NaN
20091028,FXI,3725
20091029,EWC,2196
20091029,EWG,1982
20091029,EWJ,885
20091029,EWQ,2204
20091029,EWU,1312
20091029,EWY,4251
20091029,EWZ,NaN
20091029,FXI,3817
20091030,EWC,2125
20091030,EWG,1888
20091030,EWJ,874
20091030,EWQ,2104
20091030,EWU,1265
20091030,EWY,4055
20091030,EWZ,NaN
20091030,FXI,3682
20091102,EWC,2134
20091102,EWG,1903
20091102,EWJ,883
20091102,EWQ,2133
20091102,EWU,1277
20091102,EWY,4078
20091102,EWZ,NaN
20091102,FXI,3773
20091103,EWC,2179
20091103,EWG,1893
20091103,EWJ,882
20091103,EWQ,2121
20091103,EWU,1287
20091103,EWY,4058
20091103,EWZ,NaN
20091103,FXI,3757
20091104,EWC,2195
20091104,EWG,1918
20091104,EWJ,880
20091104,EWQ,2159
20091104,EWU,1291
20091104,EWY,4171
20091104,EWZ,NaN
20091104,FXI,3813
20091105,EWC,2220
20091105,EWG,1955
20091105,EWJ,886
20091105,EWQ,2202
20091105,EWU,1314
20091105,EWY,4180
20091105,EWZ,NaN
20091105,FXI,3903
20091106,EWC,2218
20091106,EWG,1956
20091106,EWJ,881
20091106,EWQ,2206
20091106,EWU,1319
20091106,EWY,4208
20091106,EWZ,NaN
20091106,FXI,3900
20091109,EWC,2309
20091109,EWG,2034
20091109,EWJ,891
20091109,EWQ,2279
20091109,EWU,1363
20091109,EWY,4339
20091109,EWZ,NaN
20091109,FXI,4036
20091110,EWC,2308
20091110,EWG,2009
20091110,EWJ,884
20091110,EWQ,2270
20091110,EWU,1357
20091110,EWY,4289
20091110,EWZ,NaN
20091110,FXI,4006
20091111,EWC,2317
20091111,EWG,2033
20091111,EWJ,883
20091111,EWQ,2279
20091111,EWU,1350
20091111,EWY,4326
20091111,EWZ,NaN
20091111,FXI,4014
20091112,EWC,2279
20091112,EWG,2000
20091112,EWJ,869
20091112,EWQ,2240
20091112,EWU,1345
20091112,EWY,4224
20091112,EWZ,NaN
20091112,FXI,3940
20091113,EWC,2305
20091113,EWG,2022
20091113,EWJ,877
20091113,EWQ,2273
20091113,EWU,1363
20091113,EWY,4265
20091113,EWZ,NaN
20091113,FXI,4006
20091116,EWC,2326
20091116,EWG,2070
20091116,EWJ,885
20091116,EWQ,2305
20091116,EWU,1396
20091116,EWY,4364
20091116,EWZ,NaN
20091116,FXI,4092
20091117,EWC,2350
20091117,EWG,2055
20091117,EWJ,875
20091117,EWQ,2292
20091117,EWU,1398
20091117,EWY,4340
20091117,EWZ,NaN
20091117,FXI,4081
20091118,EWC,2345
20091118,EWG,2069
20091118,EWJ,866
20091118,EWQ,2297
20091118,EWU,1389
20091118,EWY,4358
20091118,EWZ,NaN
20091118,FXI,4028
20091119,EWC,2309
20091119,EWG,2031
20091119,EWJ,846
20091119,EWQ,2257
20091119,EWU,1365
20091119,EWY,4327
20091119,EWZ,NaN
20091119,FXI,3944
20091120,EWC,2296
20091120,EWG,2010
20091120,EWJ,852
20091120,EWQ,2226
20091120,EWU,1345
20091120,EWY,4357
20091120,EWZ,NaN
20091120,FXI,3938
20091123,EWC,2339
20091123,EWG,2060
20091123,EWJ,861
20091123,EWQ,2262
20091123,EWU,1372
20091123,EWY,4432
20091123,EWZ,NaN
20091123,FXI,4025
20091124,EWC,2318
20091124,EWG,2057
20091124,EWJ,850
20091124,EWQ,2267
20091124,EWU,1371
20091124,EWY,4367
20091124,EWZ,NaN
20091124,FXI,3974
20091125,EWC,2359
20091125,EWG,2082
20091125,EWJ,865
20091125,EWQ,2301
20091125,EWU,1386
20091125,EWY,4395
20091125,EWZ,NaN
20091125,FXI,3987
20091127,EWC,2289
20091127,EWG,2016
20091127,EWJ,858
20091127,EWQ,2220
20091127,EWU,1360
20091127,EWY,4161
20091127,EWZ,NaN
20091127,FXI,3806
20091130,EWC,2308
20091130,EWG,2023
20091130,EWJ,875
20091130,EWQ,2221
20091130,EWU,1328
20091130,EWY,4196
20091130,EWZ,NaN
20091130,FXI,3858
20091201,EWC,2381
20091201,EWG,2066
20091201,EWJ,905
20091201,EWQ,2273
20091201,EWU,1363
20091201,EWY,4310
20091201,EWZ,NaN
20091201,FXI,3965
20091202,EWC,2382
20091202,EWG,2063
20091202,EWJ,902
20091202,EWQ,2281
20091202,EWU,1374
20091202,EWY,4355
20091202,EWZ,NaN
20091202,FXI,3973
20091203,EWC,2339
20091203,EWG,2035
20091203,EWJ,915
20091203,EWQ,2272
20091203,EWU,1354
20091203,EWY,4392
20091203,EWZ,NaN
20091203,FXI,3945
20091204,EWC,2308
20091204,EWG,2043
20091204,EWJ,915
20091204,EWQ,2279
20091204,EWU,1358
20091204,EWY,4450
20091204,EWZ,NaN
20091204,FXI,4002
20091207,EWC,2315
20091207,EWG,2034
20091207,EWJ,907
20091207,EWQ,2267
20091207,EWU,1349
20091207,EWY,4454
20091207,EWZ,NaN
20091207,FXI,3941
20091208,EWC,2263
20091208,EWG,1983
20091208,EWJ,910
20091208,EWQ,2224
20091208,EWU,1318
20091208,EWY,4380
20091208,EWZ,NaN
20091208,FXI,3854
20091209,EWC,2287
20091209,EWG,1988
20091209,EWJ,913
20091209,EWQ,2217
20091209,EWU,1318
20091209,EWY,4432
20091209,EWZ,NaN
20091209,FXI,3848
20091210,EWC,2306
20091210,EWG,1993
20091210,EWJ,905
20091210,EWQ,2221
20091210,EWU,1321
20091210,EWY,4458
20091210,EWZ,NaN
20091210,FXI,3843
20091211,EWC,2282
20091211,EWG,1999
20091211,EWJ,911
20091211,EWQ,2221
20091211,EWU,1323
20091211,EWY,4481
20091211,EWZ,NaN
20091211,FXI,3848
20091214,EWC,2317
20091214,EWG,2018
20091214,EWJ,912
20091214,EWQ,2239
20091214,EWU,1342
20091214,EWY,4507
20091214,EWZ,NaN
20091214,FXI,3863
20091215,EWC,2307
20091215,EWG,2001
20091215,EWJ,905
20091215,EWQ,2222
20091215,EWU,1331
20091215,EWY,4494
20091215,EWZ,NaN
20091215,FXI,3821
20091216,EWC,2329
20091216,EWG,2033
20091216,EWJ,918
20091216,EWQ,2241
20091216,EWU,1341
20091216,EWY,4489
20091216,EWZ,NaN
20091216,FXI,3791
20091217,EWC,2280
20091217,EWG,1980
20091217,EWJ,905
20091217,EWQ,2191
20091217,EWU,1308
20091217,EWY,4333
20091217,EWZ,NaN
20091217,FXI,3687
20091218,EWC,2290
20091218,EWG,1993
20091218,EWJ,904
20091218,EWQ,2187
20091218,EWU,1309
20091218,EWY,4342
20091218,EWZ,NaN
20091218,FXI,3664
20091221,EWC,2303
20091221,EWG,1998
20091221,EWJ,901
20091221,EWQ,2216
20091221,EWU,1306
20091221,EWY,4357
20091221,EWZ,NaN
20091221,FXI,3673
20091222,EWC,2333
20091222,EWG,2015
20091222,EWJ,908
20091222,EWQ,2225
20091222,EWU,1323
20091222,EWY,4379
20091222,EWZ,NaN
20091222,FXI,3668
20091223,EWC,2362
20091223,EWG,2029
20091223,EWJ,911
20091223,EWQ,2241
20091223,EWU,1332
20091223,EWY,4410
20091223,EWZ,NaN
20091223,FXI,3707
20091224,EWC,2372
20091224,EWG,2043
20091224,EWJ,917
20091224,EWQ,2245
20091224,EWU,1339
20091224,EWY,4481
20091224,EWZ,NaN
20091224,FXI,3762
20091228,EWC,2383
20091228,EWG,2053
20091228,EWJ,914
20091228,EWQ,2268
20091228,EWU,1338
20091228,EWY,4503
20091228,EWZ,NaN
20091228,FXI,3744
20091229,EWC,2379
20091229,EWG,2050
20091229,EWJ,917
20091229,EWQ,2277
20091229,EWU,1338
20091229,EWY,4487
20091229,EWZ,NaN
20091229,FXI,3732
20091230,EWC,2355
20091230,EWG,2029
20091230,EWJ,907
20091230,EWQ,2256
20091230,EWU,1347
20091230,EWY,4514
20091230,EWZ,NaN
20091230,FXI,3729
20091231,EWC,2368
20091231,EWG,2019
20091231,EWJ,900
20091231,EWQ,2231
20091231,EWU,1338
20091231,EWY,4516
20091231,EWZ,NaN
20091231,FXI,3751
20100104,EWC,2421
20100104,EWG,2060
20100104,EWJ,923
20100104,EWQ,2310
20100104,EWU,1364
20100104,EWY,4678
20100104,EWZ,NaN
20100104,FXI,3829
20100105,EWC,2434
20100105,EWG,2050
20100105,EWJ,928
20100105,EWQ,2304
20100105,EWU,1373
20100105,EWY,4680
20100105,EWZ,NaN
20100105,FXI,3908
20100106,EWC,2453
20100106,EWG,2063
20100106,EWJ,932
20100106,EWQ,2316
20100106,EWU,1373
20100106,EWY,4747
20100106,EWZ,NaN
20100106,FXI,3955
20100107,EWC,2445
20100107,EWG,2048
20100107,EWJ,924
20100107,EWQ,2306
20100107,EWU,1369
20100107,EWY,4651
20100107,EWZ,NaN
20100107,FXI,3894
20100108,EWC,2458
20100108,EWG,2051
20100108,EWJ,935
20100108,EWQ,2338
20100108,EWU,1376
20100108,EWY,4719
20100108,EWZ,NaN
20100108,FXI,3906
20100111,EWC,2451
20100111,EWG,2083
20100111,EWJ,943
20100111,EWQ,2357
20100111,EWU,1388
20100111,EWY,4748
20100111,EWZ,NaN
20100111,FXI,3912
20100112,EWC,2407
20100112,EWG,2047
20100112,EWJ,950
20100112,EWQ,2313
20100112,EWU,1378
20100112,EWY,4683
20100112,EWZ,NaN
20100112,FXI,3817
20100113,EWC,2432
20100113,EWG,2064
20100113,EWJ,955
20100113,EWQ,2333
20100113,EWU,1388
20100113,EWY,4690
20100113,EWZ,NaN
20100113,FXI,3771
20100114,EWC,2439
20100114,EWG,2066
20100114,EWJ,969
20100114,EWQ,2335
20100114,EWU,1392
20100114,EWY,4719
20100114,EWZ,NaN
20100114,FXI,3740
20100115,EWC,2403
20100115,EWG,2019
20100115,EWJ,967
20100115,EWQ,2288
20100115,EWU,1378
20100115,EWY,4683
20100115,EWZ,NaN
20100115,FXI,3679
20100119,EWC,2406
20100119,EWG,2032
20100119,EWJ,966
20100119,EWQ,2305
20100119,EWU,1398
20100119,EWY,4779
20100119,EWZ,NaN
20100119,FXI,3796
20100120,EWC,2351
20100120,EWG,1972
20100120,EWJ,945
20100120,EWQ,2231
20100120,EWU,1375
20100120,EWY,4690
20100120,EWZ,NaN
20100120,FXI,3652
20100121,EWC,2302
20100121,EWG,1912
20100121,EWJ,950
20100121,EWQ,2170
20100121,EWU,1333
20100121,EWY,4645
20100121,EWZ,NaN
20100121,FXI,3516
20100122,EWC,2255
20100122,EWG,1877
20100122,EWJ,939
20100122,EWQ,2119
20100122,EWU,1295
20100122,EWY,4513
20100122,EWZ,NaN
20100122,FXI,3468
20100125,EWC,2262
20100125,EWG,1896
20100125,EWJ,947
20100125,EWQ,2148
20100125,EWU,1324
20100125,EWY,4557
20100125,EWZ,NaN
20100125,FXI,3523
20100126,EWC,2255
20100126,EWG,1890
20100126,EWJ,937
20100126,EWQ,2133
20100126,EWU,1315
20100126,EWY,4441
20100126,EWZ,NaN
20100126,FXI,3422
20100127,EWC,2244
20100127,EWG,1886
20100127,EWJ,931
20100127,EWQ,2133
20100127,EWU,1325
20100127,EWY,4410
20100127,EWZ,NaN
20100127,FXI,3402
20100128,EWC,2220
20100128,EWG,1851
20100128,EWJ,922
20100128,EWQ,2083
20100128,EWU,1290
20100128,EWY,4386
20100128,EWZ,NaN
20100128,FXI,3418
20100129,EWC,2198
20100129,EWG,1830
20100129,EWJ,909
20100129,EWQ,2056
20100129,EWU,1274
20100129,EWY,4307
20100129,EWZ,NaN
20100129,FXI,3405
20100201,EWC,2239
20100201,EWG,1862
20100201,EWJ,918
20100201,EWQ,2102
20100201,EWU,1281
20100201,EWY,4411
20100201,EWZ,NaN
20100201,FXI,3511
20100202,EWC,2266
20100202,EWG,1889
20100202,EWJ,936
20100202,EWQ,2138
20100202,EWU,1316
20100202,EWY,4426
20100202,EWZ,NaN
20100202,FXI,3536
20100203,EWC,2256
20100203,EWG,1876
20100203,EWJ,927
20100203,EWQ,2126
20100203,EWU,1296
20100203,EWY,4406
20100203,EWZ,NaN
20100203,FXI,3536
20100204,EWC,2188
20100204,EWG,1799
20100204,EWJ,909
20100204,EWQ,2017
20100204,EWU,1245
20100204,EWY,4249
20100204,EWZ,NaN
20100204,FXI,3375
20100205,EWC,2204
20100205,EWG,1772
20100205,EWJ,907
20100205,EWQ,1961
20100205,EWU,1231
20100205,EWY,4197
20100205,EWZ,NaN
20100205,FXI,3335
20100208,EWC,2181
20100208,EWG,1757
20100208,EWJ,901
20100208,EWQ,1943
20100208,EWU,1214
20100208,EWY,4161
20100208,EWZ,NaN
20100208,FXI,3299
20100209,EWC,2224
20100209,EWG,1810
20100209,EWJ,906
20100209,EWQ,2022
20100209,EWU,1245
20100209,EWY,4282
20100209,EWZ,NaN
20100209,FXI,3414
20100210,EWC,2241
20100210,EWG,1804
20100210,EWJ,906
20100210,EWQ,2009
20100210,EWU,1241
20100210,EWY,4274
20100210,EWZ,NaN
20100210,FXI,3429
20100211,EWC,2292
20100211,EWG,1802
20100211,EWJ,911
20100211,EWQ,2007
20100211,EWU,1263
20100211,EWY,4375
20100211,EWZ,NaN
20100211,FXI,3522
20100212,EWC,2293
20100212,EWG,1778
20100212,EWJ,905
20100212,EWQ,1975
20100212,EWU,1251
20100212,EWY,4331
20100212,EWZ,NaN
20100212,FXI,3454
20100216,EWC,2345
20100216,EWG,1829
20100216,EWJ,915
20100216,EWQ,2044
20100216,EWU,1283
20100216,EWY,4417
20100216,EWZ,NaN
20100216,FXI,3511
20100217,EWC,2348
20100217,EWG,1825
20100217,EWJ,915
20100217,EWQ,2043
20100217,EWU,1286
20100217,EWY,4480
20100217,EWZ,NaN
20100217,FXI,3524
20100218,EWC,2376
20100218,EWG,1829
20100218,EWJ,916
20100218,EWQ,2052
20100218,EWU,1290
20100218,EWY,4508
20100218,EWZ,NaN
20100218,FXI,3525
20100219,EWC,2378
20100219,EWG,1833
20100219,EWJ,902
20100219,EWQ,2049
20100219,EWU,1283
20100219,EWY,4412
20100219,EWZ,NaN
20100219,FXI,3464
20100222,EWC,2363
20100222,EWG,1834
20100222,EWJ,913
20100222,EWQ,2051
20100222,EWU,1283
20100222,EWY,4458
20100222,EWZ,NaN
20100222,FXI,3476
20100223,EWC,2304
20100223,EWG,1797
20100223,EWJ,909
20100223,EWQ,2017
20100223,EWU,1264
20100223,EWY,4369
20100223,EWZ,NaN
20100223,FXI,3431
20100224,EWC,2313
20100224,EWG,1800
20100224,EWJ,911
20100224,EWQ,2030
20100224,EWU,1275
20100224,EWY,4396
20100224,EWZ,NaN
20100224,FXI,3490
20100225,EWC,2323
20100225,EWG,1793
20100225,EWJ,913
20100225,EWQ,2010
20100225,EWU,1259
20100225,EWY,4304
20100225,EWZ,NaN
20100225,FXI,3461
20100226,EWC,2330
20100226,EWG,1804
20100226,EWJ,918
20100226,EWQ,2037
20100226,EWU,1264
20100226,EWY,4319
20100226,EWZ,NaN
20100226,FXI,3514
20100301,EWC,2378
20100301,EWG,1828
20100301,EWJ,927
20100301,EWQ,2050
20100301,EWU,1256
20100301,EWY,4382
20100301,EWZ,NaN
20100301,FXI,3603
20100302,EWC,2413
20100302,EWG,1856
20100302,EWJ,930
20100302,EWQ,2075
20100302,EWU,1265
20100302,EWY,4433
20100302,EWZ,NaN
20100302,FXI,3630
20100303,EWC,2431
20100303,EWG,1875
20100303,EWJ,937
20100303,EWQ,2100
20100303,EWU,1293
20100303,EWY,4461
20100303,EWZ,NaN
20100303,FXI,3620
20100304,EWC,2424
20100304,EWG,1870
20100304,EWJ,927
20100304,EWQ,2096
20100304,EWU,1291
20100304,EWY,4442
20100304,EWZ,NaN
20100304,FXI,3565
20100305,EWC,2461
20100305,EWG,1899
20100305,EWJ,937
20100305,EWQ,2151
20100305,EWU,1321
20100305,EWY,4588
20100305,EWZ,NaN
20100305,FXI,3655
20100308,EWC,2466
20100308,EWG,1895
20100308,EWJ,943
20100308,EWQ,2140
20100308,EWU,1309
20100308,EWY,4618
20100308,EWZ,NaN
20100308,FXI,3668
20100309,EWC,2461
20100309,EWG,1892
20100309,EWJ,939
20100309,EWQ,2135
20100309,EWU,1300
20100309,EWY,4628
20100309,EWZ,NaN
20100309,FXI,3676
20100310,EWC,2465
20100310,EWG,1914
20100310,EWJ,933
20100310,EWQ,2154
20100310,EWU,1307
20100310,EWY,4668
20100310,EWZ,NaN
20100310,FXI,3684
20100311,EWC,2474
20100311,EWG,1927
20100311,EWJ,942
20100311,EWQ,2165
20100311,EWU,1321
20100311,EWY,4640
20100311,EWZ,NaN
20100311,FXI,3670
20100312,EWC,2490
20100312,EWG,1939
20100312,EWJ,951
20100312,EWQ,2169
20100312,EWU,1329
20100312,EWY,4614
20100312,EWZ,NaN
20100312,FXI,3661
20100315,EWC,2487
20100315,EWG,1922
20100315,EWJ,947
20100315,EWQ,2153
20100315,EWU,1316
20100315,EWY,4581
20100315,EWZ,NaN
20100315,FXI,3617
20100316,EWC,2523
20100316,EWG,1949
20100316,EWJ,956
20100316,EWQ,2181
20100316,EWU,1334
20100316,EWY,4605
20100316,EWZ,NaN
20100316,FXI,3636
20100317,EWC,2535
20100317,EWG,1959
20100317,EWJ,960
20100317,EWQ,2182
20100317,EWU,1343
20100317,EWY,4686
20100317,EWZ,NaN
20100317,FXI,3694
20100318,EWC,2511
20100318,EWG,1943
20100318,EWJ,953
20100318,EWQ,2164
20100318,EWU,1339
20100318,EWY,4653
20100318,EWZ,NaN
20100318,FXI,3677
20100319,EWC,2494
20100319,EWG,1921
20100319,EWJ,951
20100319,EWQ,2141
20100319,EWU,1319
20100319,EWY,4669
20100319,EWZ,NaN
20100319,FXI,3646
20100322,EWC,2488
20100322,EWG,1924
20100322,EWJ,956
20100322,EWQ,2147
20100322,EWU,1326
20100322,EWY,4646
20100322,EWZ,NaN
20100322,FXI,3649
20100323,EWC,2511
20100323,EWG,1932
20100323,EWJ,965
20100323,EWQ,2154
20100323,EWU,1334
20100323,EWY,4683
20100323,EWZ,NaN
20100323,FXI,3661
20100324,EWC,2470
20100324,EWG,1906
20100324,EWJ,950
20100324,EWQ,2118
20100324,EWU,1315
20100324,EWY,4648
20100324,EWZ,NaN
20100324,FXI,3618
20100325,EWC,2475
20100325,EWG,1920
20100325,EWJ,944
20100325,EWQ,2124
20100325,EWU,1313
20100325,EWY,4649
20100325,EWZ,NaN
20100325,FXI,3552
20100326,EWC,2471
20100326,EWG,1942
20100326,EWJ,959
20100326,EWQ,2147
20100326,EWU,1319
20100326,EWY,4620
20100326,EWZ,NaN
20100326,FXI,3624
20100329,EWC,2502
20100329,EWG,1965
20100329,EWJ,971
20100329,EWQ,2170
20100329,EWU,1334
20100329,EWY,4709
20100329,EWZ,NaN
20100329,FXI,3694
20100330,EWC,2510
20100330,EWG,1959
20100330,EWJ,976
20100330,EWQ,2156
20100330,EWU,1337
20100330,EWY,4731
20100330,EWZ,NaN
20100330,FXI,3751
20100331,EWC,2510
20100331,EWG,1967
20100331,EWJ,964
20100331,EWQ,2162
20100331,EWU,1344
20100331,EWY,4740
20100331,EWZ,NaN
20100331,FXI,3737
20100401,EWC,2556
20100401,EWG,2000
20100401,EWJ,979
20100401,EWQ,2206
20100401,EWU,1369
20100401,EWY,4892
20100401,EWZ,NaN
20100401,FXI,3841
20100405,EWC,2575
20100405,EWG,2002
20100405,EWJ,976
20100405,EWQ,2208
20100405,EWU,1382
20100405,EWY,4941
20100405,EWZ,NaN
20100405,FXI,3887
20100406,EWC,2573
20100406,EWG,1991
20100406,EWJ,979
20100406,EWQ,2195
20100406,EWU,1377
20100406,EWY,4943
20100406,EWZ,NaN
20100406,FXI,3891
20100407,EWC,2551
20100407,EWG,1971
20100407,EWJ,979
20100407,EWQ,2169
20100407,EWU,1364
20100407,EWY,4896
20100407,EWZ,NaN
20100407,FXI,3866
20100408,EWC,2559
20100408,EWG,1967
20100408,EWJ,980
20100408,EWQ,2162
20100408,EWU,1364
20100408,EWY,4936
20100408,EWZ,NaN
20100408,FXI,3885
20100409,EWC,2574
20100409,EWG,1994
20100409,EWJ,983
20100409,EWQ,2200
20100409,EWU,1383
20100409,EWY,4934
20100409,EWZ,NaN
20100409,FXI,3958
20100412,EWC,2569
